209
1	0x00ffffff	道具档次
2	0x00ffffff	显示颜色
3	0x00ffffff	人物换装编号
4	0x00ffffff	装备道具特效1	
5	0x00ffffff	装备道具特效2
6	0x00ffffff	装备道具特效3
7	0x00ffffff	武器类别
8	0x00ffffff	等级限制
9	0x00ffffff	技能限制
10	0x00ffffff	职业限制
11	0x00ffffff	性别限制
12	0x00ffffff	特殊性质设定
13	0x00ffffff	武器强度
14	0x00ffffff	最小攻击力
15	0x00ffffff	最大攻击力
16	0x00ffffff	物理防御力
17	0x00ffffff	伤害吸收比例
18	0x00ffffff	命中能力修正
19	0x00ffffff	物理致命一击率
20	0x00ffffff	闪避能力修正
21	0x00ffffff	格挡能力修正
22	0x00ffffff	招架能力修正
23	0x00ffffff	魔法攻击
24	0x00ffffff	魔法致命一击率
25	0x00ffffff	专注修正
26	0x00ffffff	施法速度
27	0x00ffffff	魔法防御
28	0x00ffffff	火抗性修正
29	0x00ffffff	水抗性修正
30	0x00ffffff	风抗性修正
31	0x00ffffff	地抗性修正
32	0x00ffffff	神圣抗性修正
33	0x00ffffff	黑暗抗性修正
34	0x00ffffff	意志抗性
35	0x00ffffff	基本催眠抗性
36	0x00ffffff	基本中毒抗性
37	0x00ffffff	基本定身抗性
38	0x00ffffff	基本体质抗性
39	0x00ffffff	基本流血抗性
40	0x00ffffff	基本击昏抗性
41	0x00ffffff	基本麻痹抗性
42	0x00ffffff	力量追加
43	0x00ffffff	敏捷追加
44	0x00ffffff	体质追加
45	0x00ffffff	智力追加
46	0x00ffffff	智慧追加
47	0x00ffffff	精神追加
48	0x00ffffff	生命上限修正
49	0x00ffffff	生命恢复速度修正
50	0x00ffffff	法力上限修正
51	0x00ffffff	法力恢复速度修正
52	0x00ffffff	生命增加
53	0x00ffffff	生命百分比增加
54	0x00ffffff	法力增加
55	0x00ffffff	法力百分比增加
56	0x00ffffff	道具最大耐久值
57	0x00ffffff	道具最大叠加数
58	0x00ffffff	学习技能的ID
59	0x00ffffff	附带技能的ID
60	0x00ffffff	吸收HP
61	0x00ffffff	吸收MP
62	0x00ffffff	损伤转化为MP损伤比例
63	0x00ffffff	击退效果
64	0x00ffffff	回城
65	0x00ffffff	随机传送
66	0x00ffffff	执行脚本
67	0x00ffffff	升级宝石类型
68	0x00ffffff	升级宝石级别
69	0x00ffffff	升级宝石成功概率修正
70	0x00ffffff	升级宝石成功结果
71	0x00ffffff	升级宝石失败结果
72	0x00ffffff	坐骑类型
73	0x00ffffff	坐骑级别
74	0x00ffffff	坐骑所需玩家角色限制
75	0x00ffffff	无限次使用
76	0x00ffffff	异常状态
77	0x00ffffff	提升Exp倍率(百分比系数,持续时间)
78	0x00ffffff	使用者的ID
79	0x00ffffff	蕴涵经验
80	0x00ffffff	抵扣元宝值
81	0x00ffffff	记录场景ID
82	0x00ffffff	记录坐标点(x,y)
83	0x00ffffff	装备最大经验
84	0x00ffffff	套装属性ID
85	0x00ffffff	套装编号
86	0x00ffffff	制造者名字
87	0x00ffffff	消失时间
88	0x00ffffff	寿命
